path,category
"09_Documents/EPIC_012A_PROVIDER_INTELLIGENCE.md",DOCUMENTATION
"09_Documents/EPIC_012A_UX_REFINEMENT.md",DOCUMENTATION
"09_Documents/EPIC_012B_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_012C_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_012_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_012_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_012_COST_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_012_OBSERVABILITY_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_012_OPERATIONS_GUIDE.md",DOCUMENTATION
"09_Documents/EPIC_012_SECURITY_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_012_TELEMETRY_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_013_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_014_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_014_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_014_EVIDENCE.md",DOCUMENTATION
"09_Documents/EPIC_014_EXECUTION_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_014_IMPLEMENTATION_MAP.md",DOCUMENTATION
"09_Documents/EPIC_014_INTEGRATION_CONTRACTS.md",DOCUMENTATION
"09_Documents/EPIC_014_SECURITY.md",DOCUMENTATION
"09_Documents/EPIC_015_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_015_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_015_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_015_GITHUB_INTELLIGENCE.md",DOCUMENTATION
"09_Documents/EPIC_015_SECURITY_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_016_BRAIN_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_016_BRAIN_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_016_BRAIN_DECISION_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_016_BRAIN_PROVIDER_ORCHESTRATION.md",DOCUMENTATION
"09_Documents/EPIC_016_BRAIN_SECURITY_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_016_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_017_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_017_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_017_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_017_EVIDENCE.md",DOCUMENTATION
"09_Documents/EPIC_017_INTEGRATION_CONTRACTS.md",DOCUMENTATION
"09_Documents/EPIC_017_LIVE_INTELLIGENCE.md",DOCUMENTATION
"09_Documents/EPIC_017_SECURITY_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_018_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_018_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_018_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_018_ENVIRONMENT_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_018_EVIDENCE.md",DOCUMENTATION
"09_Documents/EPIC_018_PREFLIGHT.md",DOCUMENTATION
"09_Documents/EPIC_018_SCHEDULER_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_018_SCHEDULER_EVIDENCE.md",DOCUMENTATION
"09_Documents/EPIC_018_SCHEDULER_POLICY.md",DOCUMENTATION
"09_Documents/EPIC_018_SCHEDULER_SECURITY.md",DOCUMENTATION
"09_Documents/EPIC_018_SECURITY.md",DOCUMENTATION
"09_Documents/EPIC_018_STARTUP_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_019_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_019_PROVIDER_RUNTIME_MATRIX.md",DOCUMENTATION
"09_Documents/EPIC_020_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_020_BASELINE_AUDIT.md",DOCUMENTATION
"09_Documents/EPIC_020_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_020_DECISION_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_020_EVIDENCE.md",DOCUMENTATION
"09_Documents/EPIC_020_MONEY_INTELLIGENCE.md",DOCUMENTATION
"09_Documents/EPIC_020_ORCHESTRATION_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_020_OUTCOME_COMPLETION_REPORT.md",DOCUMENTATION
"09_Documents/EPIC_020_OUTCOME_EVIDENCE.md",DOCUMENTATION
"09_Documents/EPIC_020_OUTCOME_INTELLIGENCE_ARCHITECTURE.md",DOCUMENTATION
"09_Documents/EPIC_020_OUTCOME_SECURITY.md",DOCUMENTATION
"09_Documents/EPIC_020_PROVIDER_USAGE_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_020_SECURITY_MODEL.md",DOCUMENTATION
"09_Documents/EPIC_020_VALUE_MODEL.md",DOCUMENTATION
"09_Documents/INFRA-001_Completion_Report.md",DOCUMENTATION
"09_Documents/Lessons Learned.md",DOCUMENTATION
"09_Documents/Mission Tracker.md",DOCUMENTATION
"09_Documents/OS-001_Completion_Report.md",DOCUMENTATION
"09_Documents/OS-002_Final_Certification_Report.md",DOCUMENTATION
"09_Documents/OS-003_V1_Release_Report.md",DOCUMENTATION
"09_Documents/Repository Governance.md",DOCUMENTATION
"09_Quality/CHECKLIST.md",DOCUMENTATION
"09_Quality/PERFORMANCE.md",DOCUMENTATION
"09_Quality/RELEASE_CHECKLIST.md",DOCUMENTATION
"09_Quality/TESTING_STRATEGY.md",DOCUMENTATION
"10_Sprints/AIE/README.md",DOCUMENTATION
"10_Sprints/ARC/README.md",DOCUMENTATION
"10_Sprints/BUS/README.md",DOCUMENTATION
"10_Sprints/CMP/README.md",DOCUMENTATION
"10_Sprints/DES/README.md",DOCUMENTATION
"10_Sprints/ENG/README.md",DOCUMENTATION
"10_Sprints/MKT/README.md",DOCUMENTATION
"10_Sprints/OPS/README.md",DOCUMENTATION
"10_Sprints/PRD/README.md",DOCUMENTATION
"10_Sprints/ROADMAP.md",DOCUMENTATION
"10_Sprints/RSH/README.md",DOCUMENTATION
"10_Sprints/VM-002/Review.md",DOCUMENTATION
"11_Implementation/Master Plan/01_Implementation_Strategy.md",DOCUMENTATION
"11_Implementation/Master Plan/02_Phased_Roadmap.md",DOCUMENTATION
"11_Implementation/Master Plan/03_MVP_Definition.md",DOCUMENTATION
"11_Implementation/Master Plan/04_Release_Plan.md",DOCUMENTATION
"11_Implementation/Master Plan/05_Sprint_Structure.md",DOCUMENTATION
"11_Implementation/Master Plan/06_Module_Implementation_Order.md",DOCUMENTATION
"11_Implementation/Master Plan/07_Team_and_AI_Collaboration.md",DOCUMENTATION
"11_Implementation/Master Plan/08_Quality_Assurance.md",DOCUMENTATION
"11_Implementation/Master Plan/09_Risk_Register.md",DOCUMENTATION
"11_Implementation/Master Plan/10_Implementation_Checklist.md",DOCUMENTATION
"BLD-009C_Final_Certification_Report.md",DOCUMENTATION
"CHANGELOG.md",DOCUMENTATION
"CODE_OF_CONDUCT.md",DOCUMENTATION
"CONTRIBUTING.md",DOCUMENTATION
"CURRENT_STATE.md",DOCUMENTATION
"FEATURE_MATRIX.md",DOCUMENTATION
"IMPLEMENTATION_STATUS.md",DOCUMENTATION
"LICENSE",OTHER
"README.md",DOCUMENTATION
"REL-001_Release_Readiness_Report.md",DOCUMENTATION
"REPOSITORY.md",DOCUMENTATION
"REQUIREMENTS_TRACEABILITY.md",DOCUMENTATION
"SECURITY.md",DOCUMENTATION
"apps/README.md",DOCUMENTATION
"apps/web/.env.example",CONFIG
"apps/web/.storybook/main.ts",STORY
"apps/web/.storybook/preview.tsx",STORY
"apps/web/Dockerfile",CONFIG
"apps/web/android/.gitignore",CONFIG
"apps/web/android/app/.gitignore",CONFIG
"apps/web/android/app/build.gradle",OTHER
"apps/web/android/app/capacitor.build.gradle",OTHER
"apps/web/android/app/proguard-rules.pro",OTHER
"apps/web/android/app/src/androidTest/java/com/getcapacitor/myapp/ExampleInstrumentedTest.java",OTHER
"apps/web/android/app/src/main/AndroidManifest.xml",OTHER
"apps/web/android/app/src/main/java/com/vedmoulya/app/MainActivity.java",OTHER
"apps/web/android/app/src/main/res/drawable-land-hdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-land-mdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-land-xhdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-land-xxhdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-land-xxxhdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-port-hdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-port-mdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-port-xhdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-port-xxhdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-port-xxxhdpi/splash.png",OTHER
"apps/web/android/app/src/main/res/drawable-v24/ic_launcher_foreground.xml",OTHER
"apps/web/android/app/src/main/res/drawable/ic_launcher_background.xml",OTHER
"apps/web/android/app/src/main/res/drawable/splash.png",OTHER
"apps/web/android/app/src/main/res/layout/activity_main.xml",OTHER
"apps/web/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml",OTHER
"apps/web/android/app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml",OTHER
"apps/web/android/app/src/main/res/mipmap-hdpi/ic_launcher.png",OTHER
"apps/web/android/app/src/main/res/mipmap-hdpi/ic_launcher_foreground.png",OTHER
"apps/web/android/app/src/main/res/mipmap-hdpi/ic_launcher_round.png",OTHER
"apps/web/android/app/src/main/res/mipmap-mdpi/ic_launcher.png",OTHER
"apps/web/android/app/src/main/res/mipmap-mdpi/ic_launcher_foreground.png",OTHER
"apps/web/android/app/src/main/res/mipmap-mdpi/ic_launcher_round.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xhdpi/ic_launcher_foreground.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xhdpi/ic_launcher_round.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_foreground.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_foreground.png",OTHER
"apps/web/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png",OTHER
"apps/web/android/app/src/main/res/values/colors.xml",OTHER
"apps/web/android/app/src/main/res/values/ic_launcher_background.xml",OTHER
"apps/web/android/app/src/main/res/values/strings.xml",OTHER
"apps/web/android/app/src/main/res/values/styles.xml",OTHER
"apps/web/android/app/src/main/res/xml/file_paths.xml",OTHER
"apps/web/android/app/src/test/java/com/getcapacitor/myapp/ExampleUnitTest.java",OTHER
"apps/web/android/build.gradle",OTHER
"apps/web/android/capacitor.settings.gradle",OTHER
"apps/web/android/gradle.properties",OTHER
"apps/web/android/gradle/wrapper/gradle-wrapper.jar",OTHER
"apps/web/android/gradle/wrapper/gradle-wrapper.properties",OTHER
"apps/web/android/gradlew",OTHER
"apps/web/android/gradlew.bat",OTHER
"apps/web/android/settings.gradle",OTHER
"apps/web/android/variables.gradle",OTHER
"apps/web/capacitor.config.ts",CONFIG
"apps/web/e2e-cert-043e.spec.ts",TEST
"apps/web/e2e/a11y-release.spec.ts",TEST
"apps/web/e2e/a11y.spec.ts",TEST
"apps/web/e2e/ai-world-scheduler.spec.ts",TEST
"apps/web/e2e/applications-journey.spec.ts",TEST
"apps/web/e2e/autonomous-builder.spec.ts",TEST
"apps/web/e2e/brain.spec.ts",TEST
"apps/web/e2e/continuous-intelligence.spec.ts",TEST
"apps/web/e2e/ecosystem-intelligence.spec.ts",TEST
"apps/web/e2e/execution-journey.spec.ts",TEST
"apps/web/e2e/helpers/auth-diagnostics.ts",TEST
"apps/web/e2e/helpers/auth.ts",TEST
"apps/web/e2e/helpers/factory-journey.ts",TEST
"apps/web/e2e/live-intelligence-bridge.spec.ts",TEST
"apps/web/e2e/outcome-intelligence.spec.ts",TEST
"apps/web/e2e/user-journey.spec.ts",TEST
"apps/web/e2e/visual-validation.spec.ts",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/abap-desktop-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/abap-mobile-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/abap-tablet-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/ai-app-desktop-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/ai-app-mobile-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/ai-app-tablet-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/restaurant-desktop-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/restaurant-mobile-chromium-win32.png",TEST
"apps/web/e2e/visual-validation.spec.ts-snapshots/restaurant-tablet-chromium-win32.png",TEST
"apps/web/next-env.d.ts",OTHER
"apps/web/next.config.ts",CONFIG
"apps/web/package.json",CONFIG
"apps/web/playwright.a11y.config.ts",CONFIG
"apps/web/playwright.config.ts",CONFIG
"apps/web/postcss.config.js",CONFIG
"apps/web/public/manifest.json",OTHER
"apps/web/public/sw.js",OTHER
"apps/web/scripts/build-android.sh",OTHER
"apps/web/scripts/build-mobile.mjs",OTHER
"apps/web/scripts/run-next.mjs",OTHER
"apps/web/src/app/ai-world/page.tsx",PRODUCTION
"apps/web/src/app/ai-world/scheduler-ui.test.tsx",TEST
"apps/web/src/app/ai-world/scheduler-ui.ts",PRODUCTION
"apps/web/src/app/api/metrics/route.ts",PRODUCTION
"apps/web/src/app/api/trpc/[trpc]/route.ts",PRODUCTION
"apps/web/src/app/api/v1/identity/auth/[...path]/route.ts",PRODUCTION
"apps/web/src/app/applications/builder.tsx",PRODUCTION
"apps/web/src/app/applications/page.tsx",PRODUCTION
"apps/web/src/app/applications/workspace.tsx",PRODUCTION
"apps/web/src/app/autonomous-builder/ActivityLog.tsx",PRODUCTION
"apps/web/src/app/autonomous-builder/LiveMissionView.tsx",PRODUCTION
"apps/web/src/app/autonomous-builder/ObjectiveTimeline.tsx",PRODUCTION
"apps/web/src/app/autonomous-builder/__tests__/LiveMissionView.test.tsx",TEST
"apps/web/src/app/autonomous-builder/page.tsx",PRODUCTION
"apps/web/src/app/brain/__tests__/brain-ui.test.tsx",TEST
"apps/web/src/app/brain/brain-dashboard.tsx",PRODUCTION
"apps/web/src/app/brain/brain-panels.tsx",PRODUCTION
"apps/web/src/app/brain/brain-ui.tsx",PRODUCTION
"apps/web/src/app/brain/page.tsx",PRODUCTION
"apps/web/src/app/business/page.tsx",PRODUCTION
"apps/web/src/app/capabilities/page.tsx",PRODUCTION
"apps/web/src/app/capability-marketplace/page.tsx",PRODUCTION
"apps/web/src/app/career/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/_components/AgencySubNav.tsx",PRODUCTION
"apps/web/src/app/content-agency/_components/use-agency-page.ts",PRODUCTION
"apps/web/src/app/content-agency/analytics/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/brands/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/calendar/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/client-detail/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/clients/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/delivery/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/generator/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/invoices/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/contracts/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/crm/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/documents/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/notifications/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/payments/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/portal/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/proposals/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/ops/quotations/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/projects/page.tsx",PRODUCTION
"apps/web/src/app/content-agency/review/page.tsx",PRODUCTION
"apps/web/src/app/context-fabric/business-graph-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/components.tsx",PRODUCTION
"apps/web/src/app/context-fabric/diagnostics-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/fabric-ui.ts",PRODUCTION
"apps/web/src/app/context-fabric/overview-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/package-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/page.tsx",PRODUCTION
"apps/web/src/app/context-fabric/permissions-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/personal-graph-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/provenance-view.tsx",PRODUCTION
"apps/web/src/app/context-fabric/search-view.tsx",PRODUCTION
"apps/web/src/app/context/page.tsx",PRODUCTION
"apps/web/src/app/ecosystem-intelligence/github-panel.tsx",PRODUCTION
"apps/web/src/app/ecosystem-intelligence/intelligence-ui.test.tsx",TEST
"apps/web/src/app/ecosystem-intelligence/intelligence-ui.ts",PRODUCTION
"apps/web/src/app/ecosystem-intelligence/memory-panel.tsx",PRODUCTION
"apps/web/src/app/ecosystem-intelligence/page.tsx",PRODUCTION
"apps/web/src/app/ecosystem-intelligence/repository-panel.tsx",PRODUCTION
"apps/web/src/app/ecosystem-intelligence/task-panel.tsx",PRODUCTION
"apps/web/src/app/ecosystem/page.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/analytics-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/brain-ui.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/comparison-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/components.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/confidence-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/dashboard-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/explorer-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/history-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/page.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/recommendations-view.tsx",PRODUCTION
"apps/web/src/app/enterprise-brain/timeline-view.tsx",PRODUCTION
"apps/web/src/app/execution-strategy/components.tsx",PRODUCTION
"apps/web/src/app/execution-strategy/page.tsx",PRODUCTION
"apps/web/src/app/execution/components.tsx",PRODUCTION
"apps/web/src/app/execution/explorer-data.ts",PRODUCTION
"apps/web/src/app/execution/graph-studio-view.tsx",PRODUCTION
"apps/web/src/app/execution/page.tsx",PRODUCTION
"apps/web/src/app/execution/sessions-view.tsx",PRODUCTION
"apps/web/src/app/execution/workers-view.tsx",PRODUCTION
"apps/web/src/app/globals.css",OTHER
"apps/web/src/app/goals/components.tsx",PRODUCTION
"apps/web/src/app/goals/explorer-data.ts",PRODUCTION
"apps/web/src/app/goals/lifecycle-view.tsx",PRODUCTION
"apps/web/src/app/goals/page.tsx",PRODUCTION
"apps/web/src/app/goals/problem-panel.tsx",PRODUCTION
"apps/web/src/app/goals/task-graph-view.tsx",PRODUCTION
"apps/web/src/app/health/check/route.ts",PRODUCTION
"apps/web/src/app/health/live/route.ts",PRODUCTION
"apps/web/src/app/health/ready/route.ts",PRODUCTION
"apps/web/src/app/intelligence/page.tsx",PRODUCTION
"apps/web/src/app/knowledge/analytics-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/components.tsx",PRODUCTION
"apps/web/src/app/knowledge/consumers-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/dashboard-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/dependencies-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/explorer-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/knowledge-ui.tsx",PRODUCTION
"apps/web/src/app/knowledge/page.tsx",PRODUCTION
"apps/web/src/app/knowledge/relationships-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/search-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/timeline-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/trust-view.tsx",PRODUCTION
"apps/web/src/app/knowledge/versions-view.tsx",PRODUCTION
"apps/web/src/app/layout.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/analytics-view.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/components.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/dashboard-view.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/explorer-view.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/insights-view.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/learning-ui.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/page.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/recommendations-view.tsx",PRODUCTION
"apps/web/src/app/learning-intelligence/timeline-view.tsx",PRODUCTION
"apps/web/src/app/learning/page.tsx",PRODUCTION
"apps/web/src/app/live-intelligence/bridge-panels.tsx",PRODUCTION
"apps/web/src/app/live-intelligence/bridge-ui.ts",PRODUCTION
"apps/web/src/app/live-intelligence/page.tsx",PRODUCTION
"apps/web/src/app/login/GoogleIcon.tsx",PRODUCTION
"apps/web/src/app/login/__tests__/page.test.tsx",TEST
"apps/web/src/app/login/page.tsx",PRODUCTION
"apps/web/src/app/loop/page.tsx",PRODUCTION
"apps/web/src/app/marketplace/page.tsx",PRODUCTION
"apps/web/src/app/memory/analytics-view.tsx",PRODUCTION
"apps/web/src/app/memory/components.tsx",PRODUCTION
"apps/web/src/app/memory/compression-view.tsx",PRODUCTION
"apps/web/src/app/memory/dashboard-view.tsx",PRODUCTION
"apps/web/src/app/memory/explorer-view.tsx",PRODUCTION
"apps/web/src/app/memory/importance-view.tsx",PRODUCTION
"apps/web/src/app/memory/memory-ui.tsx",PRODUCTION
"apps/web/src/app/memory/page.tsx",PRODUCTION
"apps/web/src/app/memory/relationships-view.tsx",PRODUCTION
"apps/web/src/app/memory/retention-view.tsx",PRODUCTION
"apps/web/src/app/memory/retrieval-view.tsx",PRODUCTION
"apps/web/src/app/memory/timeline-view.tsx",PRODUCTION
"apps/web/src/app/oauth2redirect/page.tsx",PRODUCTION
"apps/web/src/app/onboarding/profile/__tests__/page.test.tsx",TEST
"apps/web/src/app/onboarding/profile/page.tsx",PRODUCTION
"apps/web/src/app/os/components.tsx",PRODUCTION
"apps/web/src/app/os/dashboard-view.tsx",PRODUCTION
"apps/web/src/app/os/dependencies-view.tsx",PRODUCTION
"apps/web/src/app/os/diagnostics-view.tsx",PRODUCTION
"apps/web/src/app/os/os-ui.tsx",PRODUCTION
"apps/web/src/app/os/page.tsx",PRODUCTION
"apps/web/src/app/os/performance-view.tsx",PRODUCTION
"apps/web/src/app/os/pipeline-view.tsx",PRODUCTION
"apps/web/src/app/os/snapshots-view.tsx",PRODUCTION
"apps/web/src/app/page.tsx",PRODUCTION
"apps/web/src/app/portal/_components/PortalShell.tsx",PRODUCTION
"apps/web/src/app/portal/content/page.tsx",PRODUCTION
"apps/web/src/app/portal/deliverables/page.tsx",PRODUCTION
"apps/web/src/app/portal/invoices/page.tsx",PRODUCTION
"apps/web/src/app/portal/login/page.tsx",PRODUCTION
"apps/web/src/app/portal/page.tsx",PRODUCTION
"apps/web/src/app/providers/AIBalanceWidget.tsx",PRODUCTION
"apps/web/src/app/providers/AddProviderPanel.tsx",PRODUCTION
"apps/web/src/app/providers/ModelSelector.tsx",PRODUCTION
"apps/web/src/app/providers/OpenAIOrgUsagePanel.tsx",PRODUCTION
"apps/web/src/app/providers/ProviderDetailView.tsx",PRODUCTION
"apps/web/src/app/providers/UsageAvailabilityWidget.tsx",PRODUCTION
"apps/web/src/app/providers/__tests__/AIBalanceWidget.test.tsx",TEST
"apps/web/src/app/providers/__tests__/ModelSelector.test.tsx",TEST
"apps/web/src/app/providers/__tests__/OpenAIOrgUsagePanel.test.tsx",TEST
"apps/web/src/app/providers/__tests__/UsageAvailabilityWidget.test.tsx",TEST
"apps/web/src/app/providers/__tests__/provider-readiness.test.ts",TEST
"apps/web/src/app/providers/benchmark-view.tsx",PRODUCTION
"apps/web/src/app/providers/model-registry-view.tsx",PRODUCTION
"apps/web/src/app/providers/page.tsx",PRODUCTION
"apps/web/src/app/providers/provider-readiness.ts",PRODUCTION
"apps/web/src/app/sections/AIInsights.tsx",PRODUCTION
"apps/web/src/app/sections/AISummaryCard.tsx",PRODUCTION
"apps/web/src/app/sections/AskAIInput.tsx",PRODUCTION
"apps/web/src/app/sections/DashboardSkeleton.tsx",PRODUCTION
"apps/web/src/app/sections/DecisionCenter.tsx",PRODUCTION
"apps/web/src/app/sections/ExecutionCenter.tsx",PRODUCTION
"apps/web/src/app/sections/JourneyOverview.tsx",PRODUCTION
"apps/web/src/app/sections/MemoryTimeline.tsx",PRODUCTION
"apps/web/src/app/sections/ModuleStatusGrid.tsx",PRODUCTION
"apps/web/src/app/sections/NotificationsPanel.tsx",PRODUCTION
"apps/web/src/app/sections/PrioritiesList.tsx",PRODUCTION
"apps/web/src/app/sections/ProfileCard.tsx",PRODUCTION
"apps/web/src/app/sections/QuickActions.tsx",PRODUCTION
"apps/web/src/app/sections/RecommendationsPanel.tsx",PRODUCTION
"apps/web/src/app/sections/TodayMissionCard.tsx",PRODUCTION
"apps/web/src/app/sections/TopPriorityCard.tsx",PRODUCTION
"apps/web/src/app/sections/__tests__/AskAIInput.test.tsx",TEST
"apps/web/src/app/sections/__tests__/founder-dashboard-sections.test.tsx",TEST
"apps/web/src/app/sections/types.ts",PRODUCTION
"apps/web/src/app/settings/page.tsx",PRODUCTION
"apps/web/src/app/signup/__tests__/page.test.tsx",TEST
"apps/web/src/app/signup/page.tsx",PRODUCTION
"apps/web/src/app/verify-email/page.tsx",PRODUCTION
"apps/web/src/auth/__tests__/auth-api.test.ts",TEST
"apps/web/src/auth/__tests__/auth-app.test.ts",TEST
"apps/web/src/auth/__tests__/auth-link.test.ts",TEST
"apps/web/src/auth/__tests__/secure-store.test.ts",TEST
"apps/web/src/auth/__tests__/session-manager.test.ts",TEST
"apps/web/src/auth/auth-api.ts",PRODUCTION
"apps/web/src/auth/auth-link.ts",PRODUCTION
"apps/web/src/auth/config.ts",PRODUCTION
"apps/web/src/auth/platform.ts",PRODUCTION
"apps/web/src/auth/secure-store.ts",PRODUCTION
"apps/web/src/auth/session-manager.ts",PRODUCTION
"apps/web/src/components/AICompanion.tsx",PRODUCTION
"apps/web/src/components/AIWorldBell.tsx",PRODUCTION
"apps/web/src/components/AppShell.tsx",PRODUCTION
"apps/web/src/components/AuthBootstrap.tsx",PRODUCTION
"apps/web/src/components/CommandCenter.tsx",PRODUCTION
"apps/web/src/components/CommandPalette.tsx",PRODUCTION
"apps/web/src/components/ControlPanel.tsx",PRODUCTION
"apps/web/src/components/ErrorBoundary.tsx",PRODUCTION
"apps/web/src/components/EvidenceEntryPanel.tsx",PRODUCTION
"apps/web/src/components/FabricPanel.tsx",PRODUCTION
